,Review Header,Reviews,Ratings
13295,Must buy!,oosam,5.0
13296,Excellent,superb  mind blowing,5.0
13297,Good quality product,nice phone🍓,4.0
13298,Perfect product!,not bad,5.0
13299,Value-for-money,Best,4.0
13300,Classy product,loved it,5.0
13301,Fabulous!,Thank you for this this facilities and offer provided. I am happy with your product. And hope you will be serving like this way in future too..,5.0
13302,Brilliant,no bad,5.0
13303,Good,Heating problem,3.0
13304,Super!,nice...,5.0
13305,Best in the market!,beautiful,5.0
13306,Must buy!,everything is fine .... only heating problem,5.0
13307,Fabulous!,Device is running smoothly. Didn't face any issue till date. Best buy in below 15k range.,5.0
13308,Brilliant,very good,5.0
13309,Must buy!,valuable vision,5.0
13310,Delightful,good,4.0
13311,Perfect product!,super mobile,5.0
13312,Best in the market!,very good,5.0
13313,Highly recommended,super,5.0
13314,Mind-blowing purchase,it's a nice product everybody should buy it it is in very reasonable price,5.0
13315,Good choice,ok,4.0
13316,Wonderful,Pic Quality Best,5.0
13317,Value-for-money,Good product,4.0
13318,Super!,Good👍,5.0
13319,Best in the market!,very nice,5.0
13320,Decent product,Not bad,3.0
13321,Super!,best choice,5.0
13322,Really Nice,Good condition tnq,4.0
13323,Best in the market!,its good...but camera is not so good as much i expected....go fot note 6 pro,5.0
13324,Very Good,good,4.0
13325,Best in the market!,Vry gd prdct,5.0
13326,Terrific purchase,price is reasonable and also transportation is fast,5.0
13327,Just wow!,good,5.0
13328,Wonderful,"Very nice product by mi having better camera, display, battery, performance, in very low range of price... Value for money product",4.0
13329,Value-for-money,nice products,4.0
13330,Expected a better product,Gets Hot..Charging & watching youtube.,2.0
13331,Good quality product,This Smartphone Is Amazing But All MI Phone Have High SAR Level Which Affects Our Body & Head Also...,4.0
13332,Awesome,front camera wowww😘,5.0
13333,Excellent,perfect,5.0
13334,Best in the market!,excellent....,5.0
13335,Incredible Awesome,VVVVV Nice,5.0
13336,Terrific purchaseExcellent,Excellent,5.0
13337,Best in the market!,i am very happy,5.0
13338,Good choice,Nice product,4.0
13339,Great product,super,5.0
13340,Must buy!,Best budget smart phone...... fully satisfied....... value for money......,5.0
13341,Don't waste your money,"battery life Detoriate as time goes, worst phone e",1.0
13342,Excellent,really it's amazing product u must buy it,5.0
13343,Awesome,nice,5.0
13344,Worst experience ever!,my phone is hanging don't buy this mobile,1.0
13345,Brilliant,Nice in this range,5.0
13346,Classy product,good product,5.0
13347,Awesome,gorgeous handset .....,5.0
13348,Fabulous!,nice phone,5.0
13349,Just wow!,lovely osm fone,5.0
13350,Fabulous!,amazing,5.0
13351,Simply awesome,assom mi note mobile,5.0
13352,Nice product,good,4.0
13353,Great product,Awesome Mobile,5.0
13354,Terrific purchase,nice product,5.0
13355,Simply awesome,Super,5.0
13356,Highly recommended,"Very smart one product of Redmi team, so happy...Excellant.",5.0
13357,Does the job,Nice phone,3.0
13358,Not good,colour is very boring,2.0
13359,Best in the market!,good phone,5.0
13360,Highly recommended,Awesome phone in all the field... I love it...,5.0
13361,Classy product,"Superb Mobile & value for the money, which u spend",5.0
13362,Highly recommended,superb,5.0
13363,Simply awesome,good,5.0
13364,Excellent - U can buy close of ur eyes,Excellent. I got this mobile last 10 days. I kept full battery and I watched 2 movies. later then I did not used 3 days mobile. after 3 days still battery is showing 76% . great everything is fine. camera sound visibility and appearance of the mobile.,5.0
13365,Must buy!,good,5.0
13366,Classy product,Good phone,5.0
13367,Highly recommended,superb mobile,5.0
13368,Mind-blowing purchase,awesome mobile phone,5.0
13369,Brilliant,very good product and received nice and same product,5.0
13370,Awesome,Nice buy,5.0
13371,Just wow!,good product,5.0
13372,Hated it!,The battery service is not good. Ear phone symbol has not removed after removing of ear phone. Too bad condition,1.0
13373,Mind-blowing purchase,good,5.0
13374,Highly recommended,Super,5.0
13375,Worth every penny,excellent performance,5.0
13376,Wonderful,Awasom product at this range...I liked it very much.,4.0
13377,Good choice,Nice mobile,4.0
13378,Wonderful,CHAINA PEACE,5.0
13379,Classy product,awsome I brought this phone for my bro ..he loves it,5.0
13380,Utterly Disappointed,"Terrible product!  Wifi does not work. Apparently, this is a problem in the new generation of Redmi Note 5 Pro. Wifi gets disconnected 15-20 times per minute. Need to frequently enter the WiFi password. Also, the ringing voice level is too low. Will go back to using my old Samsung phone.No issues with Flipkart. Good packaging and prompt delivery!",1.0
13381,Delightful,worth to buy...,4.0
13382,Super!,good mobile,5.0
13383,Does the job,Good,3.0
13384,Terrific,Good,5.0
13385,Decent product,Very nice moble,3.0
13386,Classy product,Good,5.0
13387,Perfect product!,better this price,5.0
13388,Best in the market!,Good,5.0
13389,Mind-blowing purchase,supb,5.0
13390,Perfect product!,nice products,5.0
13391,Simply awesome,best phone at this price range,5.0
13392,Wonderful,Super,5.0
13393,Classy product,awsome product...,5.0
13394,Terrific,good experience with working it. love it,5.0
13395,Really Nice,very nice product,4.0
13396,Awesome,I like the product realy... 👍,5.0
13397,Best in the market!,Good,5.0
13398,Really Nice,Best buy,4.0
13399,Just wow!,it's nice and cool so just enjoy redmi 5pro,5.0
13400,Wonderful,Good,4.0
13401,Great product,excellent product with best shipping 🤘,5.0
13402,Good choice,Good Quality Mobile.,4.0
13403,Must buy!,excellent phone,5.0
13404,Very Good,Good,4.0
13405,Best in the market!,Very very good phone in my life.,5.0
13406,Mind-blowing purchase,Awesome,5.0
13407,Mind-blowing purchase,excellent piece,5.0
13408,Great product,That's Mi NOTE 5 Every Time Feels & Good & Comfortable & Take Ever Everything In That,5.0
13409,Pretty good,Better than better,4.0
13410,Nice product,Amazing product working goodNo value for moneyBattery okCamera good clarity,4.0
13411,Excellent,nice product,5.0
13412,Terrific purchase,good,5.0
13413,Pretty good,nice phone,4.0
13414,Fabulous!,Good,5.0
13415,Super!,Osm mobile thanks to flipkart,5.0
13416,Worth every penny,good fon,5.0
13417,Absolute rubbish!,Network Problem,1.0
13418,Awesome,i recomnd evry indian to buy this phn😁😁😁,5.0
13419,Fabulous!,amazing camera and battery life,5.0
13420,Simply awesome,i love redmi series phones and redmi note 5 pro is one of the best  in redmi  series phone,5.0
13421,Best in the market!,Excellent camera and battery,5.0
13422,Wonderful,ok,4.0
13423,Really Nice,Nice phone,4.0
13424,Best in the market!,My best phone,5.0
13425,Great product,NYC,5.0
13426,Worst experience ever!,bad,1.0
13427,Wonderful,good,4.0
13428,Highly recommended,"superb phone,no heating and best phone,must buy phone",5.0
13429,Must buy!,"Pros:Good Camera with portrait mode.Phone does not hang even one year after use.Cons:Lack of NFC tech, can't use Google pay contactless.",5.0
13430,Really Nice,good camera phone,4.0
13431,Brilliant,Worst mobile battery draining full backup no,5.0
13432,Fabulous!,excellent,5.0
13433,Terrific,Super mobile,5.0
13434,Terrific purchase,good product,5.0
13435,Just wow!,best divice in best price,5.0
13436,Simply awesome,good,5.0
13437,Fair,in my opinion note 4 was far better than this one,3.0
13438,Mind-blowing purchase,good product,5.0
13439,Brilliant,nice mobile....,5.0
13440,Highly recommended,Good Mobile phone,5.0
13441,Excellent,top 1 in mobile best,5.0
13442,Must buy!,Owesom product...I very happy this buy mobile,5.0
13443,Simply awesome,"Good,  but charging is a bit slow",5.0
13444,Wonderful,nice phone in the price of 13000,5.0
13445,Nice product,Best phone in mi,4.0
13446,Awesome,Good product,5.0
13447,Good choice,My Like,4.0
13448,Highly recommended,Verry good,5.0
13449,Good quality product,Good product at a decent price...,4.0
13450,Just wow!,most beautiful,5.0
13451,Terrific purchase,nice,5.0
13452,priya,super product,5.0
13453,Perfect product!,meeting my needs with requisite configuration... good one..,5.0
13454,Perfect product!,nice!👌👍🏻,5.0
13455,Good,go for 7 pro,3.0
13456,Fabulous!,Fastest facility,5.0
13457,Mind-blowing purchase,Very good job but not sure your system,5.0
13458,Good quality product,very good mobile,4.0
13459,Must buy!,excellent,5.0
13460,Classy product,Very good,5.0
13461,Fabulous!,nice,5.0
13462,Brilliant,he is a best in this money,5.0
13463,Wonderful,Super,5.0
13464,Worth every penny,excellent,5.0
13465,Awesome,This is the only good phone,5.0
13466,Bad quality,verry good product,2.0
13467,Terrific,Super,5.0
13468,Really Nice,super,4.0
13469,Does the job,v nyc,3.0
13470,Good,version very slowly,3.0
13471,Worth every penny,Good Mobile...,5.0
13472,Perfect product!,Working fine,5.0
13473,Good choice,it has some problems but it works good,4.0
13474,Value-for-money,Very good value for money!,4.0
13475,Best in the market!,nice product,5.0
13476,Excellent,overall phn is good but have bettry drain issue and cam clearity issues,5.0
13477,Just wow!,excellent mobile,5.0
13478,Best Phone of MI,One of the best phone of MI in NOTE series,5.0
13479,Brilliant,This photo is the best👍,5.0
13480,Very Good,smart phone,4.0
13481,Best in the market!,performance is very good,5.0
13482,Terrific purchase,good,5.0
13483,Good quality product,goos,4.0
13484,Perfect product!,awesome phone at the price range.,5.0
13485,Simply awesome,nice,5.0
13486,Mind-blowing purchase,Nice product at low cost with 6 GB RAM.,5.0
13487,Value-for-money,Good product,4.0
13488,Wonderful,Best phone,5.0
13489,Highly recommended,we need other mobile at same Price,5.0
13490,Simply awesome,The best ever phone by redmi..,5.0
13491,Terrific purchase,I am not ok,5.0
13492,Simply awesome,This mobile excellent.camera supper.,5.0
13493,Great product,good,5.0
13494,Terrific,Super Mobile I have bought in Flipkart.,5.0
13495,Terrible product,Not a good phone. Don’t buy it. Battery backup is only 7-8 hours.,1.0
13496,Really Nice,Simply worth for Money.,4.0
13497,Mind-blowing purchase,very good product,5.0
13498,Nice product,Nice mob,4.0
13499,Classy product,nice product,5.0
13500,Brilliant,nice mobile....gud delivery,5.0
13501,Very Good,Good product,4.0
13502,Bad quality,The worst mobile I had recived,2.0
13503,Best in the market!,nice product,5.0
13504,Really Nice,Value for money..,4.0
13505,Fabulous!,Best phone under this range,5.0
13506,Highly recommended,osm product after all it's note 5pro... love it...,5.0
13507,Pretty good,best mobile,4.0
13508,Super!,very good & wonderful phone,5.0
13509,Nice product,satisfied,4.0
13510,Mind-blowing purchase,redmi note 5 pro best mobile.. battery back up very good... no hanging..,5.0
13511,Must buy!,not opponents in this range.,5.0
13512,Value-for-money,good,4.0
13513,Did not meet expectations,I can't get this phone,1.0
13514,Really Nice,Good,4.0
13515,Fabulous!,Simply superb...,5.0
13516,Terrific purchase,Best in mobile,5.0
13517,Must buy!,nice,5.0
13518,Value-for-money,Supper,4.0
13519,Just wow!,This phone is actually value for money but the only drawback I found that this phone is heavier in comparison with other brand's phones are coming in this range. & this drawback I found for all Redmi phones. So avoid if you want a lighter phone.,5.0
13520,Fabulous!,Nice,5.0
13521,Terrific,good,5.0
13522,Just wow!,good,5.0
13523,Nice product,Good,4.0
13524,Terrific purchase,super,5.0
13525,Terrific purchase,good,5.0
13526,Did not meet expectations,The screen got a line within 2-3 months.....don't know  how to get it corrected !!,1.0
13527,Best in the market!,nice product,5.0
13528,Mind-blowing purchase,average,5.0
13529,Delightful,good,4.0
13530,Wonderful,verry good product,5.0
13531,Unsatisfactory,very bad experience,1.0
13532,Wonderful,loved it,5.0
13533,Terrific purchase,great,5.0
13534,Super!,good product,5.0
13535,Pretty good,nice,4.0
13536,Wonderful,"Flipkart is best platform of online marketing,i like you",5.0
13537,Just wow!,"superb phone,got the first product defected but thanks flipkart i returned the product and they gave me a new one.....best phone in the price range",5.0
13538,Very Good,Good,4.0
13539,Excellent,good product and excellent camera,5.0
13540,Nice product,Redmi 5 por is good,4.0
13541,Terrific,nice,5.0
13542,Good,taken more money,3.0
13543,Highly recommended,Very nice,5.0
13544,Just wow!,excellent mobile in this range of money,5.0
13545,Value-for-money,value,4.0
13546,Fabulous!,Very nice,5.0
13547,Simply awesome,best de,5.0
13548,Terrific,wow,5.0
13549,Delightful,good product,4.0
13550,Perfect product!,super,5.0
13551,Wonderful,nice mobile,5.0
13552,Don't waste your money,camera no good oppo camera is good,1.0
13553,Highly recommended,value of money,5.0
13554,Fabulous!,super good,5.0
13555,Great product,"Awsm , Mobile",5.0
13556,Good choice,Worst working condition don't buy this mobile it's working bad battery packup also bad. Only camera good.,4.0
13557,Really Nice,Good product.,5.0
13558,Great product,Mi Best Phone ever,5.0
13559,Decent product,in 4 months incoming voice stop..  very poor quality..  no response from flipkart also,3.0
13560,Mind-blowing purchase,great product!!,5.0
13561,Simply awesome,excellent why I m called is the reason very reasonable price of 6 gb i get thanx flipkart and mi also to designed this.,5.0
13562,Hated it!,Poor,1.0
13563,Mind-blowing purchase,Nice phone & good looking,5.0
13564,Excellent,Loved the product.. 😍😍,5.0
13565,Utterly Disappointed,I mean facing  less battery backup with this phone. and taking so much of time for the ..charging,1.0
13566,Perfect product!,Awesome mobile,5.0
13567,Worth every penny,Good budget phone,5.0
13568,Classy product,"Awsome phone in this price range. I am using this phone from last 8 months..  With very heavy use,  no performance dragged,  no battery issue... Quick charging.  Good processor..Con: Back camera is not good as Front camera..  For Selfie lover it is very good option.",5.0
13569,Awesome,"Camera is also Perfect and a great improvement from its predecessors. Simply value for money and right now (at this time) its value has drastically decreased. So, just go for it if you are seeking for mid range one's!!",5.0
13570,Unsatisfactory,both sim not detected😣 so Frustating 😡,1.0
13571,Fabulous!,MI phone is good..Go for it.,5.0
13572,Highly recommended,India as number one brand redmi note 5 pro,5.0
13573,Terrific,this phone is very very good,5.0
13574,Terrific purchase,awesome phone,5.0
13575,Great product,good product,5.0
13576,Decent product,expecting more,3.0
13577,Did not meet expectations,Google service has been stopped problem very bad phone,1.0
13578,Very Good,"Apart from range issue, every thing is value for money",4.0
13579,Decent product,Average,3.0
13580,Awesome,good,5.0
13581,Terrific purchase,nice mobile,5.0
13582,Just wow!,Superb,5.0
13583,Fair,Very smart mobile phone,3.0
13584,Best in the market!,recommended,5.0
13585,Nice product,in this price it is the best Mobile on Flipkart... must buy it..,4.0
13586,Perfect product!,awsome,5.0
13587,Worth every penny,The best phone is thisAnd better for PUBGplayers,5.0
13588,Great product,nice phone,5.0
13589,Classy product,nice,5.0
13590,Worth every penny,best product in cheap pice ...,5.0
13591,Wonderful,powere Full,5.0
13592,Great product,nice,5.0
13593,Awesome,im happy with this product thank you Flipkart ❤️,5.0
13594,Simply awesome,Good,5.0
13595,Pretty good,Super good mobile,4.0
13596,Good choice,Battery gets heated when charged,4.0
13597,Mind-blowing purchase,10998 6gb,5.0
13598,Just wow!,super..,5.0
13599,Nice product,ok,4.0
13600,Delightful,very nice,4.0
13601,Fabulous!,This was my second order of Note 5 pro. The phone is awesome. The camera is superb. The phone charges fast. I have been using this for the past 8 months and it rocks. It's a great phone at this range.,5.0
13602,Excellent,awesome  5pro,5.0
13603,Classy product,Nice super value  able prodect,5.0
13604,Must buy!,Excellent,5.0
13605,Great product,Great,5.0
13606,Wonderful,awesome product,5.0
13607,Perfect product!,osm,5.0
13608,Terrific purchase,super mobile,5.0
13609,Wonderful,super mobile,5.0
13610,Must buy!,Good quality,5.0
13611,Great product,Back camera is not good,5.0
13612,Great product,Go for it.,5.0
13613,Best in the market!,super mobile,5.0
13614,Value-for-money,this phone nice performance,4.0
13615,Excellent,It is a good mobile. Every function of this mobile is ok. Thanks Flipkart,5.0
13616,Excellent,good mobile best,5.0
13617,Highly recommended,👍 great,5.0
13618,Perfect product!,Nice product,5.0
13619,Awesome,Good..,5.0
13620,Simply awesome,Good one 😘,5.0
13621,Classy product,best in this price range,5.0
13622,Very Good,better one with reasonable price,4.0
13623,Good choice,better one for reasonable price,4.0
13624,Simply awesome,good performance,5.0
13625,Perfect product!,Very good phone.,5.0
13626,Just wow!,very nice phone.  very easy to use only  price is lttle high. rest all good.,5.0
13627,Must buy!,Exilant product,5.0
13628,Mind-blowing purchase,very good,5.0
13629,Worth the money,very good,4.0
13630,Pretty good,Very nice product,4.0
13631,Classy product,good product,5.0
13632,Fabulous!,good phone for this price range,5.0
13633,Fabulous!,Nice product,5.0
13634,Must buy!,I was gifted my husband.... he's very happy,5.0
13635,Perfect product!,perfect mobile for low price,5.0
13636,Terrific purchase,Killer phone in 29 also you must buy,5.0
13637,Just wow!,super,5.0
13638,Fabulous!,"1) its smooth to operate than any other android phone2) No hanging problem3) battery life good 40004) camera - average5) doesnt have extra memory card slot you have to manage your second sim slot for memory card...6) little bit disappointed on this product is its price dropping i have bought 16,999 rupees 6 Gb RAM edition but now a days its available at 14,500 rupees something.7) if u are not interested in notch display so u can go for it with any objections to Redmi note 5 pro ..8) I'll give 4 star to note 5 pro, 1 star consummated because of its price dropping and doesnt have extra memory card slot..",5.0
13639,Mind-blowing purchase,Good,5.0
13640,Highly recommended,thank,5.0
13641,Delightful,super,4.0
13642,Good quality product,Nice product ... thanks Flipcart for prompt delivery.,4.0
13643,Classy product,I love note 5 pro,5.0
13644,Super!,very much satisfied,5.0
13645,Great product,super super super super super super super,5.0
13646,Super!,this phone is amazing love it cant find any proble...,5.0
13647,Wonderful,Good,5.0
13648,Not recommended at all,value for money best phone i got this phn at  12k only,1.0
13649,Must buy!,"one of the best phones from the brand. never lagged. performance is perfect for me. no notch, that makes this one more perfect. i love this one.",5.0
13650,Terrific purchase,Superb product. Must buy.,5.0
13651,Does the job,Very good phone,3.0
13652,Just wow!,nice,5.0
13653,Mind-blowing purchase,good,5.0
13654,Very Good,nice phone... liked it..camera pictures are sometimes blur/unclear from little far sight...,4.0
13655,Just wow!,good,5.0
13656,Absolute rubbish!,"Got faulty charging port, it is loose since I bought, I was not in the town hence couldn't get it replaced,",1.0
13657,Value-for-money,"Overall its good,,,but charge drains out too much fast....",4.0
13658,Simply awesome,One of Best Phones under 17K!! No Wonder Xiaomi is really giving Stiff competition to Samsung in India by launching great and affordable Phones!!! All the Features are just Amazing at such a Pricing apart from Camera Quality.. Pictures clicked at not upto the mark Improvement in the Camera Lens is Suggested and Recommend!!!,5.0
13659,Delightful,value for money,4.0
13660,Don't waste your money,very bad experience charger is is damaged withen 6 month,1.0
13661,Good quality product,Nice,4.0
13662,Awesome,value for money..... much happier when photography was done.... battery quality is also good.... all over it was a best product... thanks to #flipkart,5.0
13663,Nice product,loved to use this mobile.... looking for xiaomi's new additions,4.0
13664,Delightful,Nice😎👍,4.0
13665,Mind-blowing purchase,good mobile,5.0
13666,Nice product,Best 👍💯 mobile,4.0
13667,Brilliant,Good,5.0
13668,Pretty good,"The phone is good, note series of redmi have always came up with improvements, the camera is quite good, performance of the phone is good, battery runs almost a day in one time charge. Overall experience is good with this phone, no heating as of now, so that's a + here.",4.0
13669,Value-for-money,nice phone,4.0
13670,Great product,Thanks for flipkart,5.0
13671,Fabulous!,Good performance,5.0
13672,Super!,nice,5.0
13673,Very Good,good,4.0
13674,Excellent,Best phone. Supper performance 👍👍,5.0
13675,Terrific,nice,5.0
13676,Good Product,A good product but the price is slightly high for this product,4.0
13677,Good choice,Overall ok,4.0
13678,Best in the market!,It's Very Good As Compare to Price,5.0
13679,Bad quality,very lagging mobile.,2.0
13680,Great product,nice,5.0
13681,Brilliant,so nice,5.0
13682,Really Nice,after two month of use battery start draining very fast...i have to charge it twice in a day. over all  good in this price range..,4.0
13683,Great product,Nice phon,5.0
13684,Must buy!,Best product under pricebest,5.0
13685,Classy product,good,5.0
13686,Mind-blowing purchase,me and myone happy to use redmi note 5pro,5.0
13687,Pretty good,mobile is good good camera performance all is good in phone,4.0
13688,Highly recommended,Best of the best,5.0
13689,Very Good,Good product of this value.,4.0
13690,Just wow!,most excellent mobile phone with 6GB Ram best phone in this range awesome product,5.0
13691,Must buy!,good,5.0
13692,Excellent,very good phone nice,5.0
13693,Must buy!,Excellent,5.0
13694,Simply awesome,thnq flipkart and mi,5.0
13695,Classy product,nice product,5.0
13696,Excellent,"Good for buying, but mi is launching SimultaneouslyMore and new models and their specifications are good and high so it jealous..",5.0
13697,Awesome,nice product,5.0
13698,Nice product,NICE PHONE,4.0
13699,Must buy!,awesome,5.0
13700,Highly recommended,good phone and best value for money,5.0
13701,Brilliant,Awesome..... Phone..... Worth it..... 😍😍😍,5.0
13702,Super!,Good,5.0
13703,Classy product,Happieee to Use,5.0
13704,Simply awesome,good,5.0
13705,Terrific purchase,Superb,5.0
13706,Wonderful,nice phone 👍,5.0
13707,Terrific,so good... very best,5.0
13708,Wonderful,Little bit heat problem.rest of the things ok,5.0
13709,Mind-blowing purchase,One of the great fon of Xiaomi...,5.0
13710,Worthless,"worst phone don't buy ,heating issue not even crossed 15 days",1.0
13711,Just wow!,Very good,5.0
13712,Must buy!,Nice,5.0
13713,Highly recommended,Good,5.0
13714,Great product,great product.worth for money,5.0
13715,Mind-blowing purchase,Very fine set,5.0
13716,Brilliant,Very smoothly running set,5.0
13717,Mind-blowing purchase,osam,5.0
13718,Highly recommended,Awesome phone...The face lock system is good...Camera quality is also good...Considering price with some discount the phone I bought is good...,5.0
13719,Really Nice,Very nice,4.0
13720,Value-for-money,OK,4.0
13721,Terrific,Very reliable and good performance. Waiting for next offer to buy one more of same spec...,5.0
13722,Wonderful,Brought it for just 11999Simply SuperbThe best budget Smartphone,4.0
13723,Worth the money,powerful battery,4.0
13724,Decent product,A value of money,3.0
13725,Best in the market!,6gb ram is super performance,5.0
13726,Terrific,super,5.0
13727,Wonderful,good,4.0
13728,Really Nice,This good mobile compare to others... And cameraalso too good.. I satisfied,4.0
13729,Highly recommended,average. it's heating quickly. front camera was super than back cam. rating was only for the looking wise good product.,5.0
13730,Good choice,Very nice,4.0
13731,Super!,best,5.0
13732,Delightful,nice product,4.0
13733,Awesome,Excellent,5.0
13734,Super!,so nice,5.0
13735,Just wow!,"nice mobile, I m using it now. value for money.",5.0
13736,Good quality product,"best in battery,  value in money I love it",4.0
13737,Delightful,good and speed Poformance,4.0
13738,Great product,awesome performance,5.0
13739,Delightful,Super,4.0
13740,Hated it!,defected item no customer support,1.0
13741,Mind-blowing purchase,"affordable price, nice look, really awesome product.",5.0
13742,Terrific purchase,very very nice,5.0
13743,Highly recommended,best phn 😊😊😊,5.0
13744,Must buy!,Awesome phone,5.0
13745,Very Good,selfie is good ..... camera 5/5   ... all over 5/4.5 .. battery drain is little fast,4.0
13746,Best in the market!,"Superb Mobile Forever......Camera ulti,Battery Backup superb,But one problem PUBG play only in meadium setting HD is missing bcz it is in oreo version Not in Pie.Ovaral it is Good mobile☺😍🙂",5.0
13747,Pretty good,Superb phone but heating prblm is there💥💥,4.0
13748,Just wow!,very good,5.0
13749,Simply awesome,Osm,5.0
13750,Must buy!,Good buy,5.0
13751,Fabulous!,nice 👌👌,5.0
13752,Terrific,osm phone,5.0
13753,Classy product,Best phone to get below 15k... other than display everything upto the mark,5.0
13754,Nice,Nice,3.0
13755,Super!,nice phn,5.0
13756,Does the job,very good camera,3.0
13757,Slightly disappointed,Inbuilt battery is big problem.Too old design. This iitem does not worth for its price.,2.0
13758,Really Nice,Just loved the phone👌👌,4.0
13759,Terrific,Great phone with great pros....Performance is bestSelfie is so fine...And I love it......,5.0
13760,Simply awesome,"Amazing, nice product under best price.",5.0
13761,Terrific purchase,awesome,5.0
13762,Useless product,facing heating issues and charger facing same heating issue,1.0
13763,Just wow!,nice,5.0
13764,Highly recommended,I like this,5.0
13765,Good choice,"nice phone, value for money",4.0
13766,Excellent,Not satisfied,5.0
13767,Nice,just ok,3.0
13768,Nice product,nice phone,4.0
13769,Great product,Really it's camera n it's function of mobile is amazing,5.0
13770,Perfect product!,very nice good product,5.0
13771,Awesome,very good & faster,5.0
13772,Brilliant,Best,5.0
13773,Classy product,good to buy.,5.0
13774,Moderate,Problem in headphone jack,2.0
13775,Good,pros: best phone at launch time but is very old fashioned. °value for money  6 GB ram at 12000Great performancesmooth  phone easy to carryCons: no notch*old processor in 2019camera dinner meet expectations.,3.0
13776,Fabulous!,I love flipkart,5.0
13777,Just wow!,"As expected, good buy",5.0
13778,Just wow!,superb,5.0
13779,Classy product,Nice phone for the best price loved it...,5.0
13780,Terrific purchase,Nice product,5.0
13781,Super!,It's good fone in this value best performance of camera good battery lifecamera 📷💁 is 👍💯,5.0
13782,Fabulous!,good not best....bt at a prize its good,5.0
13783,Mind-blowing purchase,superb mobile suggests for my friend's also camere awesome,5.0
13784,Best in the market!,fantastic features and good mobile,5.0
13785,Bad quality,"i was a big fan of MI. before this, was using note 4, and 3 prime. so bought this in November 2018. was expecting for good performance and battery backup. but its lagging in performance and batter also hardly runs till evening after full charge in morning. now mobile is getting over heat and unable to talk without ear phones. one unaccepted problem has come like, in camera glasses dust in inside.. don't know how? i have never open the mobile.After purchase have thought, it is the best mobile in segment. but after use, feeling cheated.surely will not buy MI mobile in future.",2.0
13786,Wonderful,value for money,5.0
13787,Excellent,good product,5.0
13788,Mind-blowing purchase,nice mobile,5.0
13789,Terrific,very good,5.0
13790,Classy product,very good,5.0
13791,Just wow!,nice product,5.0
13792,Just okay,Speeker damage in 2 months,3.0
13793,Terrific purchase,This is my best phone ever. Great battery life and fast processing and fast charging. Value for money. Go for it,5.0
13794,Mind-blowing purchase,Good delivery and value for money,5.0
13795,Mind-blowing purchase,great👍,5.0
13796,Just wow!,best quality mobile,5.0
13797,Brilliant,So Good Picture Perfect#Ninjarko,5.0
13798,Awesome,Awesome phone,5.0
13799,Just wow!,Nice product,5.0
13800,Worth every penny,Good work,5.0
13801,Very poor,voice quality Very badconference not connect,1.0
13802,Best in the market!,Best in the market.,5.0
13803,Mind-blowing purchase,I love it this mobile It's camera is good It going good and I am satisfied with this mobile📱,5.0
13804,Perfect product!,super,5.0
13805,Simply awesome,mobile is perfect but whenever I play games for 10 to 20minutes it becomes very hot,5.0
13806,Value-for-money,Nice product,4.0
13807,Highly recommended,thanks,5.0
13808,Awesome,Nice product,5.0
13809,Worth the money,Average user good mobile,4.0
13810,Wonderful,nice,5.0
13811,Terrific purchase,super,5.0
13812,Really Nice,nice one.. thank you Flipkart.,4.0
13813,Mind-blowing purchase,nice,5.0
13814,Must buy!,super,5.0
13815,Perfect product!,very good product,5.0
13816,Wonderful,beautiful mobile Long battery,4.0
13817,Highly recommended,awsm,5.0
13818,Must buy!,best of flipcart,5.0
13819,Does the job,mindo blowing,3.0
13820,Worth every penny,nice product thank you flipkart and delivered before time,5.0
13821,Wonderful,Nice Mobile phone,5.0
13822,Perfect product!,am using this since 6 months battery is long lasting nd performance Is good red colour is superb,5.0
13823,Mind-blowing purchase,Facing heating problem,5.0
13824,Awesome,verrrry nice product,5.0
13825,Simply awesome,good,5.0
13826,Good choice,good mobile at this price.,4.0
13827,Perfect product!,good👍😇,5.0
13828,Brilliant,nice,5.0
13829,Highly recommended,Nice phone awesome gaming review,5.0
13830,Great product,good product,5.0
13831,Classy product,Very Nice product in this price,5.0
13832,Fair,good,3.0
13833,Classy product,Good in class range,5.0
13834,Simply awesome,It is excellent,5.0
13835,Mind-blowing purchase,super mob,5.0
13836,Worthless,Best color rose gold,1.0
13837,Super!,Very good,5.0
13838,Terrific purchase,Nice products but not delivered my written address that's way i  am very unhappy. But product was awesome,5.0
13839,Fabulous!,Redmi note5 Pro mobile very good iam happy this product nice......Yugandhar,5.0
13840,Fabulous!,best product,5.0
13841,Worth the money,Good,4.0
13842,Highly recommended,Good,5.0
13843,Nice,"Getting hanged couple of times,  not sure the reason",3.0
13844,Good choice,Very nice product,4.0
13845,Simply awesome,nice,5.0
13846,Good quality product,"this was amazing phone ""mi"" make a great product in a budget but the flipkart delivery was slow and i am little bit disappointing for that and i would never expected it from flipkart...the big e-commerce industry in india...so flipkart has to improve this...",4.0
13847,Classy product,Osm prodect,5.0
13848,Terrific,nice,5.0
13849,Not recommended at all,my phone is receiving speaker problem,1.0
13850,Mind-blowing purchase,best for ever in MI,5.0
13851,Decent product,"it's my personal suggestions to all of you guys never ever go for mi phones , bcoz in future it will irritates you too much with advertisement..product performance is good but even you want to make a call that time also advertisement disturbs you..",3.0
13852,Super!,Its good product and speed delevery tq flifcart,5.0
13853,Wonderful,I loved it,5.0
